Name,Resonance (km),a_moon (km),n (s^-1),kappa (s^-1)
"Pandora 91:89",139644.3625719000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 92:89",138638.3267666000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 91:90",140680.4237872000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 92:90",139666.9247297000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 93:90",138671.5642570000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 92:91",140691.6625323000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 93:91",139688.9999330000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 94:91",138704.0907074000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 93:92",140702.6591676000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 94:92",139710.6037787000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 95:92",138735.9286938000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 94:93",140713.4214332000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 95:93",139731.7512043000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 96:93",138767.0998467000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 95:94",140723.9567428000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 96:94",139752.4565231000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 97:94",138797.6248996000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 96:95",140734.2722005000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 97:95",139772.7334559000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 98:95",138827.5237354000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 97:96",140744.3746173000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 98:96",139792.5951614000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 99:96",138856.8154293000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 98:97",140754.2705255000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 99:97",139812.0542651000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 100:97",138885.5182896000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 99:98",140763.9661929000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 100:98",139831.1228856000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 101:98",138913.6498958000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 100:99",140773.4676366000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 101:99",139849.8126601000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 102:99",138941.2271344000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pan 2:1",85105.78869653000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 3:1",65653.44675546000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 3:2",102369.7513035000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 4:2",84814.50187461000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 5:2",73357.15188408000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 4:3",110544.3170664000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 5:3",95469.32578362001,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 6:3",84715.93914915000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 5:4",115320.1501298000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 6:4",102277.6045802000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 7:4",92420.78636771999,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 6:5",118454.1103710000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 7:5",107012.4598839000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 8:5",98006.00359170001,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 7:6",120669.3068612000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 8:6",110498.9365683000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 9:6",102246.7187895000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 8:7",122318.3392299000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 9:7",113174.4773640000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 10:7",105578.9824903000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 9:8",123593.7626151000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 10:8",115293.0965082000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 11:8",108267.7779723000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 10:9",124609.6724500000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 11:9",117012.5698211000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 12:9",110483.7596500000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 11:10",125437.9844677000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 12:10",118436.1349603000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 13:10",112341.9410144000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 12:11",126126.2823889000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 13:11",119634.2109505000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 14:11",113922.7280515000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 13:12",126707.3082924000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 14:12",120656.4926681000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 15:12",115284.0574271000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 14:13",127204.3316463000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 15:13",121539.0589954000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 16:13",116468.7493840000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 15:14",127634.3444728000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 16:14",122308.7408173000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 17:14",117509.1450156000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 16:15",128010.0447601000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 17:15",122985.9077214000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 18:15",118430.1322412000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 17:16",128341.1124599000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 18:16",123586.3036917000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 19:16",119251.1789256000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 18:17",128635.0559533000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 19:17",124122.2902710000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 20:17",119987.7340227000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 19:18",128897.7887291000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 20:18",124603.7090469000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 21:18",120652.2149214000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 20:19",129134.0315427000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 21:19",125038.4929188000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 22:19",121254.7170351000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 21:20",129347.5987201000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 22:20",125433.1075957000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 23:20",121803.5328048000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 22:21",129541.6057634000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 23:21",125792.8759219000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 24:21",122305.5373304000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 23:22",129718.6223926000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 24:22",126122.2197843000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 25:22",122766.4790060000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 24:23",129880.7870534000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 25:23",126424.8430529000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 26:23",123191.2014052000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 25:24",130029.8937545000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 26:24",126703.8716725000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 27:24",123583.8146832000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 26:25",130167.4587353000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 27:25",126961.9621780000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 28:25",123947.8294137000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 27:26",130294.7722239000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 28:26",127201.3866385000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 29:26",124286.2621344000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 28:27",130412.9390383000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 29:27",127424.0997956000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 30:27",124601.7193428000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 29:28",130522.9107381000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 30:28",127631.7926047000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 31:28",124896.4649113000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 30:29",130625.5113088000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 31:29",127825.9352875000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 32:29",125172.4746179000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 31:30",130721.4578498000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 32:30",128007.8122179000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 33:30",125431.4805804000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 32:31",130811.3773612000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 33:31",128178.5503927000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 34:31",125675.0077083000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 33:32",130895.8204645000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 34:32",128339.1428236000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 35:32",125904.4037990000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 34:33",130975.2726890000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 35:33",128490.4678772000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 36:33",126120.8645349000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 35:34",131050.1638148000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 36:34",128633.3053573000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 37:34",126325.4543612000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 36:35",131120.8756513000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 37:35",128768.3499551000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 38:35",126519.1240162000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 37:36",131187.7485487000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 38:36",128896.2225536000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 39:36",126702.7253236000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 38:37",131251.0868763000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 39:37",129017.4797781000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 40:37",126877.0237341000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 39:38",131311.1636557000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 40:38",129132.6220996000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 41:38",127042.7090046000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 40:39",131368.2244946000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 41:39",129242.1007433000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 42:39",127200.4043318000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 41:40",131422.4909439000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 42:40",129346.3236004000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 43:40",127350.6741933000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 42:41",131474.1633724000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 43:41",129445.6603090000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 44:41",127494.0311058000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 43:42",131523.4234395000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 44:42",129540.4466362000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 45:42",127630.9414708000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 44:43",131570.4362289000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 45:43",129630.9882706000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 46:43",127761.8306481000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 45:44",131615.3520973000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 46:44",129717.5641177000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 47:44",127887.0873741000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 46:45",131658.3082807000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 47:45",129800.4291698000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 48:45",128007.0676209000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 47:46",131699.4302951000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 48:46",129879.8170158000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 49:46",128122.0979777000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 48:47",131738.8331615000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 49:47",129955.9420407000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 50:47",128232.4786215000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 49:48",131776.6224802000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 50:48",130029.0013594000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 51:48",128338.4859348000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 50:49",131812.8953764000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 51:49",130099.1765216000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 52:49",128440.3748177000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 51:50",131847.7413331000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 52:50",130166.6350186000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 53:50",128538.3807361000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 52:51",131881.2429290000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 53:51",130231.5316183000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 54:51",128632.7215386000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 53:52",131913.4764909000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 54:52",130294.0095506000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 55:52",128723.5990751000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 54:53",131944.5126752000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 55:53",130354.2015637000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 56:53",128811.2006382000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 55:54",131974.4169845000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 56:54",130412.2308649000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 57:54",128895.7002534000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 56:55",132003.2502291000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 57:55",130468.2119632000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 58:55",128977.2598328000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 57:56",132031.0689398000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 58:56",130522.2514237000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 59:56",129056.0302116000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 58:57",132057.9257378000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 59:57",130574.4485443000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 60:57",129132.1520795000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 59:58",132083.8696672000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 60:58",130624.8959654000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 61:58",129205.7568193000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 60:59",132108.9464936000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 61:59",130673.6802182000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 62:59",129276.9672646000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 61:60",132133.1989737000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 62:60",130720.8822203000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 63:60",129345.8983839000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 62:61",132156.6670983000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 63:61",130766.5777238000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 64:61",129412.6579000000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 63:62",132179.3883130000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 64:62",130810.8377209000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 65:62",129477.3468525000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 64:63",132201.3977168000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 65:63",130853.7288121000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 66:63",129540.0601077000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 65:64",132222.7282437000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 66:64",130895.3135404000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 67:64",129600.8868236000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 66:65",132243.4108266000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 67:65",130935.6506960000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 68:65",129659.9108723000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 67:66",132263.4745473000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 68:66",130974.7955933000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 69:66",129717.2112265000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 68:67",132282.9467730000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 69:67",131012.8003243000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 70:67",129772.8623119000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 69:68",132301.8532806000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 70:68",131049.7139899000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 71:68",129826.9343301000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 70:69",132320.2183704000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 71:69",131085.5829112000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 72:69",129879.4935536000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 71:70",132338.0649711000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 72:70",131120.4508238000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 73:70",129930.6025976000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 72:71",132355.4147342000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 73:71",131154.3590559000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 74:71",129980.3206682000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 73:72",132372.2881227000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 74:72",131187.3466911000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 75:72",130028.7037919000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 74:73",132388.7044906000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 75:73",131219.4507193000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 76:73",130075.8050256000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 75:74",132404.6821579000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 76:74",131250.7061748000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 77:74",130121.6746515000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 76:75",132420.2384781000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 77:75",131281.1462637000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 78:75",130166.3603557000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 77:76",132435.3899014000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 78:76",131310.8024822000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 79:76",130209.9073935000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 78:77",132450.1520327000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 79:77",131339.7047246000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 80:77",130252.3587429000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 79:78",132464.5396852000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 80:78",131367.8813843000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 81:78",130293.7552455000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 80:79",132478.5669299000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 81:79",131395.3594464000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 82:79",130334.1357381000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 81:80",132492.2471416000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 82:80",131422.1645746000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 83:80",130373.5371737000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 82:81",132505.5930412000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 83:81",131448.3211905000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 84:81",130411.9947349000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 83:82",132518.6167358000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 84:82",131473.8525481000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 85:82",130449.5419384000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 84:83",132531.3297544000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 85:83",131498.7808027000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 86:83",130486.2107324000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 85:84",132543.7430826000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 86:84",131523.1270753000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 87:84",130522.0315875000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 86:85",132555.8671944000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 87:85",131546.9115117000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 88:85",130557.0335809000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 87:86",132567.7120808000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 88:86",131570.1533387000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 89:86",130591.2444754000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 88:87",132579.2872782000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 89:87",131592.8709155000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 90:87",130624.6907927000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 89:88",132590.6018936000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 90:88",131615.0817826000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 91:88",130657.3978819000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 90:89",132601.6646285000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 91:89",131636.8027062000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 92:89",130689.3899840000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 91:90",132612.4838011000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 92:90",131658.0497211000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 93:90",130720.6902912000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 92:91",132623.0673675000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 93:91",131678.8381700000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 94:91",130751.3210034000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 93:92",132633.4229408000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 94:92",131699.1827402000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 95:92",130781.3033809000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 94:93",132643.5578100000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 95:93",131719.0974984000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
