Name,Resonance (km),a_moon (km),n (s^-1),kappa (s^-1)
"Prometheus 89:87",137298.4601700000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 90:87",136287.5731456000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 89:88",138340.2074680000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 90:88",137321.6511082000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 91:88",136321.7232789000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 90:89",138351.7584153000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 91:89",137344.3304806000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 92:89",136355.1268765000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 91:90",138363.0550494000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 92:90",137366.5150296000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 93:90",136387.8081544000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 92:91",138374.1056776000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 93:91",137388.2207752000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 94:91",136419.7902920000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 93:92",138384.9182492000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 94:92",137409.4630530000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 95:92",136451.0954877000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 94:93",138395.5003748000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 95:93",137430.2565505000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 96:93",136481.7450099000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 95:94",138405.8593439000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 96:94",137450.6153413000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 97:94",136511.7592451000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 96:95",138416.0021417000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 97:95",137470.5529165000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 98:95",136541.1577433000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 97:96",138425.9354650000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 98:96",137490.0822147000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 99:96",136569.9592606000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 98:97",138435.6657368000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 99:97",137509.2156499000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 100:97",136598.1817988000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 99:98",138445.1991202000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 100:98",137527.9651379000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 101:98",136625.8426432000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 100:99",138454.5415311000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 101:99",137546.3421209000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Prometheus 102:99",136652.9583976000,139377.9532034000,0.0001186349656714000,0.0001180780133898000
"Pandora 2:1",90167.62157654999,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 3:1",69469.62881819000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 3:2",108546.7726860000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 4:2",89893.98569982999,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 5:2",77717.02424807999,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 4:3",117237.4184487000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 5:3",101224.6038523000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 6:3",89801.56030741001,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 5:4",122312.6386748000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 6:4",108460.2584236000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 7:4",97991.42799399000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 6:5",125642.3937077000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 7:5",113490.9970192000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 8:5",103926.0865131000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 7:6",127995.7094976000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 8:6",117194.8110807000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 9:6",108431.2793574000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 8:7",129747.4259726000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 9:7",120036.8845265000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 10:7",111970.9702252000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 9:8",131102.1957587000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 10:8",122287.2372313000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 11:8",114826.9320399000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 10:9",132181.2637881000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 11:9",124113.5475025000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 12:9",117180.5671071000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 11:10",133061.0438949000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 12:10",125625.5155014000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 13:10",119154.1045198000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 12:11",133792.0919202000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 13:11",126897.9601742000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 14:11",120832.9813409000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 13:12",134409.1928671000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 14:12",127983.6771619000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 15:12",122278.7524958000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 14:13",134937.0668606000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 15:13",128920.9941546000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 16:13",123536.9086490000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 15:14",135393.7645030000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 16:14",129738.4130256000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 17:14",124641.8056073000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 16:15",135792.7743965000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 17:15",130457.5711027000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 18:15",125619.8803774000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 17:16",136144.3789041000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 18:16",131095.1916888000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 19:16",126491.8117227000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 18:17",136456.5534818000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 19:17",131664.4048958000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 20:17",127274.0089825000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 19:18",136735.5793481000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 20:18",132175.6639676000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 21:18",127979.6611154000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 20:19",136986.4707268000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 21:19",132637.3946711000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 22:19",128619.4905821000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 21:20",137213.2789983000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 22:20",133056.4643121000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 23:20",129202.3047145000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 22:21",137419.3132411000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 23:21",133438.5262632000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 24:21",129735.4053773000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 23:22",137607.3028056000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 24:22",133788.2769338000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 25:22",130224.8977032000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 24:23",137779.5189512000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 25:23",134109.6500949000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 26:23",130675.9257884000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 25:24",137937.8670886000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 26:24",134405.9656867000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 27:24",131092.8547573000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 26:25",138083.9575952000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 27:25",134680.0450825000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 28:25",131479.4129227000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 27:26",138219.1607934000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 28:26",134934.3013138000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 29:26",131838.8038915000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 28:27",138344.6500766000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 29:27",135170.8103817000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 30:27",132173.7957811000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 29:28",138461.4360593000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 30:28",135391.3681254000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 31:28",132486.7928222000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 30:29",138570.3938594000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 31:29",135597.5359497000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 32:29",132779.8932764000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 31:30",138672.2850705000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 32:30",135790.6778773000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 33:30",133054.9366295000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 32:31",138767.7755933000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 33:31",135971.9907883000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 34:31",133313.5423068000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 33:32",138857.4502077000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 34:32",136142.5292646000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 35:32",133557.1416373000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 34:33",138941.8245608000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 35:33",136303.2261298000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 36:33",133787.0044017000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 35:34",139021.3550905000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 36:34",136454.9095315000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 37:34",134004.2610065000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 36:35",139096.4472864000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 37:35",136598.3172245000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 38:35",134209.9211010000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 37:36",139167.4626063000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 38:36",136734.1085784000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 39:36",134404.8892884000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 38:37",139234.7242945000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 39:37",136862.8747194000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 40:37",134589.9784442000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 39:38",139298.5223024000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 40:38",136985.1471377000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 41:38",134765.9210585000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 40:39",139359.1174669000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 41:39",137101.4050237000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 42:39",134933.3789357000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 41:40",139416.7450753000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 42:40",137212.0815471000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 43:40",135092.9515219000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 42:41",139471.6179194000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 43:41",137317.5692527000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 44:41",135245.1830821000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 43:42",139523.9289205000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 44:42",137418.2247144000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 45:42",135390.5689085000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 44:43",139573.8533964000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 45:43",137514.3725631000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 46:43",135529.5607083000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 45:44",139621.5510245000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 46:44",137606.3089861000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 47:44",135662.5712961000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 46:45",139667.1675477000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 47:45",137694.3047755000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 48:45",135789.9786920000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 47:46",139710.8362621000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 48:46",137778.6079929000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 49:46",135912.1297127000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 48:47",139752.6793181000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 49:47",137859.4463062000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 50:47",136029.3431265000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 49:48",139792.8088611000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 50:48",137937.0290423000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 51:48",136141.9124329000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 50:49",139831.3280360000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 51:49",138011.5489989000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 52:49",136250.1083184000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 51:50",139868.3318716000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 52:50",138083.1840433000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 53:50",136354.1808308000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 52:51",139903.9080641000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 53:51",138152.0985315000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 54:51",136454.3613100000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 53:52",139938.1376709000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 54:52",138218.4445662000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 55:52",136550.8641056000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 54:53",139971.0957267000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 55:53",138282.3631189000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 56:53",136643.8881087000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 55:54",140002.8517933000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 56:54",138343.9850291000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 57:54",136733.6181211000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 56:55",140033.4704491000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 57:55",138403.4318990000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 58:55",136820.2260810000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 57:56",140063.0117279000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 58:56",138460.8168946000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 59:56",136903.8721637000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 58:57",140091.5315116000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 59:57",138516.2454645000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 60:57",136984.7057705000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 59:58",140119.0818831000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 60:58",138569.8159872000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 61:58",137062.8664197000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 60:59",140145.7114437000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 61:59",138621.6203536000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 62:59",137138.4845505000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 61:60",140171.4655992000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 62:60",138671.7444932000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 63:60",137211.6822501000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 62:61",140196.3868183000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 63:61",138720.2688500000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 64:61",137282.5739113000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 63:62",140220.5148664000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 64:62",138767.2688131000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 65:62",137351.2668297000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 64:63",140243.8870172000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 65:63",138812.8151079000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 66:63",137417.8617454000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 65:64",140266.5382450000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 66:64",138856.9741509000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 67:64",137482.4533365000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 66:65",140288.5013992000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 67:65",138899.8083734000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 68:65",137545.1306682000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 67:66",140309.8073633000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 68:66",138941.3765157000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 69:66",137605.9776026000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 68:67",140330.4851997000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 69:67",138981.7338957000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 70:67",137665.0731734000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 69:68",140350.5622822000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 70:68",139020.9326551000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 71:68",137722.4919285000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 70:69",140370.0644167000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 71:69",139059.0219839000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 72:69",137778.3042436000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 71:70",140389.0159521000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 72:70",139096.0483261000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 73:70",137832.5766102000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 72:71",140407.4398812000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 73:71",139132.0555691000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 74:71",137885.3719002000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 73:72",140425.3579344000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 74:72",139167.0852170000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 75:72",137936.7496085000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 74:73",140442.7906649000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 75:73",139201.1765502000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 76:73",137986.7660769000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 75:74",140459.7575272000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 76:74",139234.3667727000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 77:74",138035.4747005000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 76:75",140476.2769499000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 77:75",139266.6911470000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 78:75",138082.9261174000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 77:76",140492.3664022000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 78:76",139298.1831195000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 79:76",138129.1683848000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 78:77",140508.0424554000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 79:77",139328.8744356000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 80:77",138174.2471412000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 79:78",140523.3208404000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 80:78",139358.7952470000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 81:78",138218.2057568000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 80:79",140538.2164996000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 81:79",139387.9742099000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 82:79",138261.0854724000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 81:80",140552.7436362000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 82:80",139416.4385770000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 83:80",138302.9255289000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 82:81",140566.9157593000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 83:81",139444.2142822000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 84:81",138343.7632867000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 83:82",140580.7457256000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 84:82",139471.3260193000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 85:82",138383.6343375000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 84:83",140594.2457782000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 85:83",139497.7973157000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 86:83",138422.5726072000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 85:84",140607.4275833000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 86:84",139523.6505999000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 87:84",138460.6104526000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 86:85",140620.3022633000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 87:85",139548.9072654000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 88:85",138497.7787511000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 87:86",140632.8804282000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 88:86",139573.5877293000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 89:86",138534.1069840000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 88:87",140645.1722050000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 89:87",139597.7114878000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 90:87",138569.6233148000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 89:88",140657.1872647000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 90:88",139621.2971671000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 91:88",138604.3546618000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
"Pandora 90:89",140668.9348476000,141712.5954946000,0.0001157065467650000,0.0001151815316067000
